articles,bhd,million,share,said,year,price,thi,cimb,market,wa,bank,stock,group,ha,research,billion,malaysia,compani,hold,profit,also,sen,expect,net,invest,s,earn,trade,last,us,target,financi,growth,time,per,say,higher,note,manag,valu,valuat,would,analyst,may,today,first,investor,base,point,end,revenu,lower,edg,new,quarter,rate,fund,oil,close,index,due,kuala,increas,lumpur,report,rose,oper,fundament,asset,product,2014,cost,could,remain,week,strong,howev,month,continu,high,one,busi,2015,klci,posit,two,industri,sale,buy,project,current,declin,gain,like,maintain,call,sector,30,develop,capit
429,10,0,1,4,0,2,0,1,4,0,1,3,2,0,2,0,0,1,2,1,1,0,1,0,0,5,0,0,0,4,0,0,0,0,0,0,4,1,0,1,2,0,0,0,2,0,2,2,5,0,0,0,1,0,0,1,0,2,1,1,0,1,0,1,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
430,1,5,3,1,1,5,1,4,3,1,0,2,0,4,2,0,0,2,0,2,3,3,0,2,0,0,5,2,0,0,2,0,2,3,0,0,0,2,0,1,0,1,2,0,0,1,1,0,1,1,1,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
431,2,2,3,0,3,2,3,1,0,0,1,2,2,0,1,11,1,0,0,0,1,0,1,1,0,0,2,1,0,0,3,1,0,0,1,0,0,0,0,5,0,0,0,0,0,2,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,1,0,1,2,0,1,2,0,1,1,1,0,0,0,2,2,0,2,0,1,0
432,3,0,2,2,0,5,1,3,2,1,1,2,0,0,1,0,2,1,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,2,0,0,1,2,0,0,2,1,0,0,0,1,0,0,0,0,3,0,0,1,2,1,2,1,5,0,2,0,1,0,0,2,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
433,5,0,2,5,3,3,3,3,3,3,7,5,1,7,5,0,1,2,1,1,4,1,4,0,3,0,7,1,1,3,13,2,4,3,4,1,1,1,1,1,5,1,0,0,0,1,0,7,7,3,0,4,1,0,1,0,0,2,1,4,1,1,0,1,0,0,0,5,0,0,0,0,0,1,2,1,1,0,2,0,0,0,8,8,0,1,0,0,0,1,0,4,0,0,0,0,4,1,0,1
434,15,85,22,15,20,5,2,4,1,11,0,1,12,8,1,8,8,8,4,33,6,24,4,24,1,6,8,0,2,1,2,4,5,0,19,0,7,2,2,1,5,0,0,1,9,6,0,3,0,12,25,14,1,0,24,2,0,2,0,0,11,1,12,1,3,3,1,4,0,1,2,2,1,2,0,25,3,7,0,0,1,3,14,0,0,2,1,4,0,0,2,3,1,0,2,0,1,12,0,0
435,3,5,2,8,4,1,1,9,2,1,4,2,17,5,1,9,0,1,1,4,2,1,3,5,1,5,1,0,0,0,6,1,3,1,0,0,0,2,0,1,3,0,0,0,2,3,0,2,1,2,2,1,1,0,3,0,0,0,1,0,1,1,3,1,0,0,3,3,0,0,0,1,0,1,1,1,1,3,1,0,1,0,2,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1,0,0
436,1,6,3,6,3,0,0,11,2,3,1,2,5,1,1,7,0,1,1,4,3,2,0,2,0,3,0,0,0,0,0,1,0,1,0,0,2,2,0,1,3,0,0,1,1,0,0,2,0,1,2,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,3,3,1,0,0,0,0,2,0,1,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
437,1,6,3,6,3,0,0,11,2,3,1,2,5,1,1,7,0,1,1,4,3,2,0,2,0,3,0,0,0,0,0,1,0,1,0,0,2,2,0,1,3,0,0,1,1,0,0,2,0,1,2,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,3,3,1,0,0,0,0,2,0,1,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
438,5,1,2,4,1,0,0,1,1,0,2,2,0,0,1,2,2,2,0,1,1,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
439,2,0,1,6,3,4,2,3,2,3,7,4,5,3,5,1,0,1,0,4,2,1,2,4,2,1,3,1,0,1,3,2,9,0,0,0,0,3,1,1,4,1,2,0,1,1,0,3,0,1,0,3,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,3,3,0,1,0,0
440,2,1,1,3,2,0,0,1,3,0,6,1,2,3,0,3,3,0,1,1,2,0,3,2,0,5,6,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
441,4,1,6,3,1,4,3,1,5,3,0,2,0,2,3,2,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
442,5,0,2,1,0,2,1,3,5,4,0,2,2,1,3,0,2,1,1,1,2,7,1,0,0,3,0,0,0,0,1,0,0,1,0,1,0,2,0,1,6,0,1,1,3,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,6,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1
443,3,1,2,5,1,0,4,2,0,0,0,1,0,0,2,2,0,1,2,1,4,4,1,0,0,4,0,2,0,0,0,0,0,1,1,0,0,3,0,1,4,1,1,1,0,0,0,2,0,1,0,2,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,4,3,0,1,0,6,2,0,1,2,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,1,2,1,1,0,3,0
444,3,1,3,5,1,4,1,2,0,4,1,3,0,3,7,0,1,1,5,1,2,2,2,0,2,1,1,1,0,0,2,0,1,0,0,0,2,2,0,1,4,3,0,0,1,0,1,4,1,1,0,2,1,0,0,2,0,0,0,0,0,1,0,1,0,0,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,1,0,1,0,2,0,2,0,0
445,4,0,0,2,0,0,0,1,1,4,10,1,1,0,1,1,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
446,13,27,13,8,9,0,1,6,1,2,3,4,14,12,1,1,9,5,4,7,5,9,3,9,1,9,0,0,3,1,0,3,0,0,9,0,2,1,3,1,9,0,0,4,7,3,1,3,0,3,5,4,1,0,2,0,0,1,3,0,5,2,2,2,0,0,9,9,0,2,1,4,1,0,0,1,1,3,2,1,0,2,9,0,1,2,1,1,0,3,1,1,1,0,0,0,1,2,5,2
447,1,0,3,4,4,0,2,9,2,1,6,1,6,0,1,1,0,1,1,2,2,0,0,3,1,8,0,0,0,0,0,0,6,0,2,0,0,2,1,1,2,0,0,0,3,0,0,3,1,1,0,1,1,0,0,0,0,0,1,0,2,1,1,1,0,1,2,2,2,1,1,0,0,2,0,2,2,1,3,1,0,3,7,0,2,0,0,0,0,0,0,1,0,0,1,0,1,7,0,1
448,5,0,0,0,9,0,1,1,1,1,4,1,5,4,0,2,4,10,1,6,2,0,0,0,0,0,0,0,2,1,0,1,2,0,0,9,0,0,2,2,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,1,1,0,4,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
449,2,3,6,9,7,4,3,1,0,5,1,1,1,2,1,0,1,5,0,9,3,2,1,4,2,0,4,0,2,0,0,6,4,1,4,0,2,2,0,1,5,2,5,0,0,2,2,4,1,2,4,5,5,1,6,2,0,0,1,0,7,1,1,1,0,1,6,4,0,0,0,0,4,4,0,2,2,0,1,0,3,0,3,0,0,2,0,8,1,0,0,2,0,1,0,0,0,1,0,0
450,5,10,0,1,9,0,3,13,3,3,21,3,8,6,5,3,2,0,3,11,3,0,4,12,2,0,6,0,5,0,3,1,5,1,0,2,0,4,2,0,4,1,13,2,0,6,1,0,5,2,2,5,2,0,14,0,0,0,0,0,0,0,1,0,4,0,2,4,4,0,0,8,1,1,2,0,0,1,1,2,2,2,3,0,0,2,0,0,1,0,2,0,1,2,0,2,3,1,0,2
451,8,1,5,0,1,0,0,1,4,1,0,3,2,0,2,2,4,1,1,1,0,1,0,0,0,8,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,4,0,1,0,0,0,0,0,0,2,0,0,2,0,1,2,1,2,2,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1
452,2,1,2,2,1,0,0,1,0,1,1,1,0,3,1,1,2,1,0,1,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
453,1,6,8,7,2,3,5,8,0,2,1,2,1,2,5,0,0,2,2,1,3,1,1,5,1,1,2,3,1,0,0,1,0,1,0,0,0,1,0,3,2,0,0,2,2,0,2,4,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,2,0,1,2,1,0,1,1,1,2,0,2,2,2,1,1,0,0,5,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0
454,1,5,5,4,3,1,3,1,2,5,0,4,3,3,3,0,1,4,0,3,2,5,0,2,0,5,2,3,1,0,0,2,0,0,3,0,0,1,0,1,2,1,0,4,2,1,1,2,1,2,0,0,1,0,2,0,1,0,0,0,0,1,0,1,3,0,0,2,0,0,1,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
455,1,3,3,0,0,7,5,1,0,1,0,1,0,3,2,5,0,0,0,2,1,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,1,6,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0
456,7,2,1,0,0,0,8,1,13,5,0,1,3,2,0,3,2,0,2,0,0,0,0,2,2,0,0,3,6,6,0,1,0,1,2,0,1,0,0,1,0,0,0,3,0,1,0,0,14,1,0,0,1,0,0,0,0,2,0,10,0,0,3,0,0,1,0,0,0,0,0,0,0,5,19,2,3,2,2,1,1,0,1,5,1,3,1,0,2,0,1,14,1,1,0,0,2,1,0,0
457,5,5,1,4,1,0,1,1,0,3,1,1,3,0,1,0,1,2,0,1,2,1,2,3,1,0,0,0,0,2,0,3,0,2,1,0,0,0,0,3,2,1,0,0,0,2,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,1
458,1,1,3,4,0,2,0,2,0,1,0,2,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
459,31,21,20,10,17,3,3,1,0,9,1,3,15,16,0,5,8,18,9,2,5,7,12,7,6,2,4,1,5,5,1,5,0,2,6,0,5,1,0,7,7,8,0,2,3,6,0,3,0,6,3,3,0,3,10,4,3,3,1,0,3,1,6,1,0,0,10,8,1,4,1,3,1,4,0,0,1,2,1,0,2,2,15,0,2,5,1,3,0,4,4,0,2,1,1,3,0,9,8,9
460,1,2,2,2,0,0,0,3,1,0,1,3,3,2,1,2,1,1,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,2,2,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,2,1,0,1,0,1,0,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
461,5,1,0,6,3,3,0,1,1,4,0,1,1,3,2,2,1,6,1,1,1,2,4,0,0,3,0,0,0,0,1,0,0,0,2,0,0,2,0,2,3,0,0,1,3,1,0,2,0,0,1,2,1,0,2,1,0,0,0,0,0,6,0,6,2,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,1,4,0
462,1,5,10,0,2,5,6,1,1,1,1,3,2,2,1,3,1,0,0,0,2,0,0,2,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,2,0,1,1,0,2,1,0,0,0,0,0,1,0,1,0,2,1
463,8,0,1,3,1,0,1,1,1,0,6,1,2,2,2,3,1,1,0,2,1,1,0,0,6,4,0,0,0,0,0,0,0,0,1,0,1,1,1,2,3,0,0,0,2,0,0,2,0,0,0,0,1,1,0,1,1,2,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
464,2,9,3,6,3,3,1,2,0,2,2,4,0,3,2,0,0,2,2,10,2,1,0,5,2,1,1,0,0,1,0,2,1,1,0,0,2,1,1,1,5,0,1,3,1,1,0,2,0,1,4,1,1,0,3,1,0,0,0,0,0,1,1,1,2,0,0,3,0,1,1,4,1,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,1
465,6,6,3,1,7,6,3,3,12,2,1,9,0,1,0,2,9,2,0,1,1,1,0,1,10,0,1,9,4,2,0,2,0,1,2,8,1,1,8,1,0,1,0,2,0,3,7,1,2,1,0,1,4,0,1,0,10,0,3,9,0,0,2,0,0,0,0,0,5,1,0,1,0,0,1,0,0,0,0,2,1,0,2,3,0,1,1,2,3,0,0,0,0,1,0,0,0,2,1,1
466,0,0,2,2,0,2,0,1,3,2,0,1,0,1,2,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0
467,1,0,0,2,0,2,0,1,3,2,0,1,0,1,2,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0
468,8,2,1,0,1,1,5,2,7,3,0,2,3,0,0,3,3,0,3,0,1,0,3,2,2,0,0,5,3,6,0,2,0,1,2,0,1,0,0,1,0,0,0,4,0,1,0,0,14,0,0,0,1,1,0,0,0,2,0,9,0,0,7,0,0,4,0,0,0,0,0,0,1,3,16,2,5,1,5,3,0,0,1,7,0,4,1,0,0,0,0,5,0,1,0,0,0,1,1,0
469,1,5,4,3,2,3,2,1,1,1,0,2,1,1,3,2,1,2,1,3,1,3,1,2,0,1,1,1,1,0,2,1,0,0,2,0,0,1,0,1,3,0,0,1,1,1,0,2,0,1,1,3,1,0,2,1,0,2,0,1,1,1,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
470,2,9,0,1,14,7,8,1,7,1,1,2,2,6,2,2,3,10,0,5,2,5,1,3,1,0,1,1,7,5,0,4,2,2,1,8,0,1,0,1,3,4,1,3,0,1,0,6,1,2,0,1,3,2,1,0,0,3,3,0,1,0,3,0,1,1,1,3,0,2,1,5,0,0,0,2,0,0,3,0,0,1,1,0,1,1,2,1,0,0,1,3,0,1,0,0,1,2,0,0
471,10,26,8,11,14,2,1,3,1,3,2,2,9,1,1,7,5,4,3,12,1,8,5,8,0,4,0,1,2,0,0,9,0,1,10,0,5,1,1,1,7,0,0,2,2,4,0,3,0,9,8,5,1,0,15,0,0,3,0,0,4,3,6,3,1,3,4,7,0,0,1,1,1,4,0,1,6,0,3,0,0,3,10,0,0,0,1,0,0,0,3,1,0,0,0,0,3,2,0,0
472,2,1,0,1,6,2,7,24,1,5,13,3,13,2,7,3,2,2,3,6,2,0,7,6,2,0,4,0,9,0,1,2,2,0,0,7,2,3,4,1,3,1,9,1,0,6,0,3,0,1,0,5,3,0,15,0,0,0,1,0,2,0,1,0,3,0,4,3,2,0,4,0,1,3,2,1,3,2,2,2,1,2,2,0,0,1,0,0,0,0,0,0,1,2,0,2,1,1,0,0
473,1,0,1,2,8,8,8,1,4,5,17,1,1,6,1,23,34,3,1,0,5,0,4,8,16,0,2,0,5,24,0,5,1,4,0,13,1,1,1,1,3,2,0,2,0,2,7,0,1,0,0,1,2,1,0,7,2,6,3,0,2,2,3,2,2,0,1,2,3,2,4,0,1,4,1,1,0,4,1,1,3,0,5,1,0,2,0,0,0,0,5,3,1,2,1,1,0,0,2,7
474,1,4,3,7,1,0,0,11,1,1,6,1,7,1,1,5,1,1,1,7,2,3,1,2,0,3,1,0,0,0,1,0,3,1,2,0,4,3,1,1,3,0,0,1,2,1,0,2,0,2,1,3,1,0,1,0,0,0,1,0,2,1,2,1,0,2,8,3,1,0,2,1,0,3,0,1,3,0,6,0,1,1,3,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
475,2,1,0,3,4,0,2,5,0,1,0,1,5,0,1,1,2,2,1,1,2,0,2,0,1,0,0,0,1,0,1,4,0,0,0,0,0,1,0,1,3,0,0,2,0,2,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,2,0,1,3,0,0,0,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
476,1,0,2,5,0,2,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0
477,1,2,2,5,0,1,0,4,0,3,0,3,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
478,9,0,3,2,0,1,0,1,3,6,1,2,2,1,1,3,0,0,0,0,3,1,0,0,1,1,0,2,0,2,0,0,1,1,0,0,4,0,3,0,0,0,0,1,4,2,0,0,3,1,0,0,0,0,3,1,1,0,4,5,0,2,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0
479,1,4,3,3,0,1,0,1,0,2,0,1,0,2,1,0,2,5,0,4,4,4,1,4,0,1,0,4,0,2,1,0,0,0,0,0,4,2,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
480,2,0,4,3,1,6,1,3,0,0,0,1,0,4,4,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,4,1,0,1,2,0,0,3,0,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,2,0,0,2,1,1,0,0,0,0
481,2,2,1,4,6,1,4,7,1,5,1,2,8,1,1,5,1,1,1,2,1,1,0,1,0,5,0,0,0,0,0,2,2,2,0,0,0,1,1,1,3,0,0,1,2,0,0,2,0,2,1,1,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,3,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
482,23,2,3,2,0,0,0,1,1,3,0,3,3,0,1,0,3,0,5,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
483,6,2,1,0,1,1,5,1,8,7,1,1,1,0,0,3,2,0,2,0,0,0,1,2,2,0,0,4,9,7,0,1,0,2,3,0,3,0,1,1,0,0,0,2,0,1,0,0,16,0,0,0,1,0,0,0,0,2,3,13,0,1,5,1,0,1,0,0,0,0,0,0,1,1,19,1,1,0,3,1,0,0,1,7,0,5,1,0,1,0,0,7,1,1,0,0,0,1,0,0
484,1,1,2,2,0,3,3,2,0,2,1,1,0,0,2,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
485,1,1,0,2,0,3,3,2,0,1,1,1,0,1,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
486,1,0,1,5,1,2,0,3,1,0,0,1,0,3,4,0,0,4,1,0,2,0,5,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,3,1,0,1,0,0,0,1,0,1,1,0,1,0,0,4,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,5,2,1,2,0,0,0
487,2,1,0,3,0,2,0,1,0,2,0,1,0,1,2,0,3,0,2,1,0,0,1,1,0,3,3,0,0,0,2,0,0,0,1,0,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
488,1,9,4,3,5,1,4,1,1,0,0,1,3,0,2,0,0,2,0,2,2,0,3,1,0,0,0,0,0,0,0,5,0,0,3,1,0,0,1,1,3,1,0,2,0,2,2,2,0,2,3,0,2,0,2,1,0,0,1,0,0,0,1,0,2,0,0,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,2,1
489,0,0,0,8,0,8,2,1,2,4,0,1,0,1,4,0,0,3,0,1,1,0,0,0,0,0,0,1,1,2,0,3,0,0,6,0,2,0,1,1,4,2,3,1,0,1,0,2,1,1,0,1,3,3,0,0,1,6,2,0,0,1,1,1,0,0,0,4,0,2,0,0,2,1,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,0,0,0,2,0,0
490,7,0,1,6,1,3,2,6,0,2,1,1,3,0,2,0,0,1,0,1,3,0,0,0,1,6,1,0,0,0,2,1,0,0,0,0,0,3,0,1,5,6,1,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
491,9,9,6,1,0,0,0,2,1,2,6,1,0,0,1,0,2,3,1,1,1,5,0,1,0,2,0,1,1,0,0,0,0,1,1,0,0,2,0,1,3,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
492,2,0,1,2,0,0,1,2,0,2,1,1,0,5,4,0,1,1,2,1,2,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,3,0,1,3,0,1,0,4,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,2,0
493,1,3,2,0,2,1,1,1,2,1,0,2,0,1,1,4,1,2,0,2,1,0,3,2,0,0,0,0,0,2,2,2,0,4,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,1,0,3,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
494,1,0,0,0,2,1,4,1,4,1,0,1,0,0,1,0,1,4,0,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,2,0,1,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0
495,1,8,4,12,8,11,5,2,1,7,1,3,5,10,3,4,0,6,2,5,4,0,0,3,0,0,4,0,6,0,1,5,0,3,1,2,0,3,1,1,3,3,5,0,0,1,1,2,0,2,1,1,3,1,0,1,0,3,2,0,3,1,1,1,1,0,4,3,1,3,3,2,0,2,1,1,1,1,3,1,0,3,1,0,1,1,1,0,0,0,0,2,0,1,0,1,0,0,1,1
