articles,million,bhd,said,share,wa,year,price,petrona,ha,stock,market,sen,compani,oil,group,billion,thi,s,contract,malaysia,profit,trade,research,ga,also,includ,us,expect,today,project,net,revenu,hold,klci,per,end,valu,earn,sdn,quarter,last,kuala,lumpur,develop,valuat,fbm,activ,higher,note,point,may,new,base,time,financi,oper,lower,servic,product,first,fundament,close,investor,due,counter,accord,manag,bank,bursa,would,gain,say,top,gainer,work,fell,secur,2015,31,remain,score,rate,current,construct,rose,industri,report,invest,busi,edg,ad,one,continu,two,unit,high,local,target,index,month
67,0,1,11,3,0,2,1,10,4,1,1,0,3,1,2,6,2,0,0,1,0,0,0,4,1,1,4,0,1,10,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0
68,1,2,4,2,0,0,0,1,2,0,0,1,3,1,1,0,0,0,2,1,0,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,3,0,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0
69,0,25,3,1,1,0,1,2,0,4,3,0,0,2,2,0,0,4,0,2,0,1,1,2,0,4,2,0,1,0,0,0,4,3,0,0,0,0,0,0,0,2,2,0,0,3,1,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0
70,25,16,10,2,1,6,1,1,5,3,1,0,5,2,10,0,3,12,6,0,4,0,1,0,1,1,0,3,1,2,4,7,2,0,0,3,2,1,7,4,0,1,1,7,0,0,1,3,1,0,1,1,1,0,2,8,0,2,3,2,0,0,0,1,0,3,1,1,0,2,0,0,6,0,0,0,3,0,4,2,0,0,0,1,3,0,0,3,5,0,0,0,1,1,3,0,0,1,0,0
71,0,2,3,4,3,8,17,2,9,0,8,0,0,25,0,0,1,0,0,0,0,0,2,1,3,1,5,6,0,0,0,0,0,3,1,0,0,6,1,0,1,1,1,1,0,4,0,2,1,2,0,0,0,0,1,1,2,0,3,0,0,0,0,0,0,1,0,1,0,4,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,2,1,1,1,0,0,2,0,4,0
72,1,6,5,5,2,2,3,1,1,3,1,7,6,1,0,1,2,0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,1,4,0,4,1,0,1,1,0,1,0,0,0,1,0,0,0,0,4,2,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,0,1,2,0,0,0,1,1,1,0,4,0,0,0,0,0,0
73,3,2,13,1,0,9,1,4,1,1,0,0,6,7,0,3,4,0,0,1,1,0,0,1,2,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,4,1,1,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0,1,0,2,1,0,0,1,0,3,0,0,0,1,0,0,1,1,0,2,1,1
74,0,5,0,2,0,5,1,2,1,1,0,4,0,2,3,1,2,0,1,2,0,1,0,2,1,1,0,1,0,0,0,0,3,0,2,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,1,0,3,2,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,3
75,8,4,1,3,1,9,8,5,8,2,2,4,5,9,3,4,3,0,7,2,1,0,8,2,3,0,2,2,0,0,5,1,3,0,3,1,0,0,2,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,0,2,3,0,0,2,0,0,2,2,3,0,0,0,1,6,0,0,3,0,1,0,1,3,0,0,1,1,0,1,0,4,1,0,0,3,1,3,0,0,0,1,0,0
76,2,2,0,0,0,0,5,1,3,2,0,0,4,4,2,4,2,0,3,1,0,0,1,0,0,1,1,3,0,1,0,0,2,0,1,1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
77,7,4,1,7,1,2,1,1,1,2,0,8,1,0,4,0,1,6,2,0,2,2,0,0,1,0,0,0,0,0,1,6,0,0,3,1,0,0,3,1,0,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,1,2,0,0,0,0
78,5,3,0,0,1,3,3,1,2,1,1,0,2,4,0,2,2,0,4,2,0,0,1,1,2,0,12,3,0,2,0,1,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,1,3,0,0,0,0,0,1,0,0
79,36,7,1,19,15,58,21,1,29,12,14,17,29,17,10,11,19,0,4,2,16,6,14,3,11,2,5,14,0,11,11,7,4,0,17,12,6,21,3,8,12,1,0,7,2,0,0,8,5,1,5,6,3,16,2,1,1,4,9,4,0,11,4,4,3,3,9,4,0,6,7,13,1,0,3,2,5,0,3,4,0,2,3,12,1,19,6,4,6,2,1,6,6,6,0,6,4,1,0,6
80,5,4,5,5,3,5,4,2,2,3,2,8,0,2,1,2,3,4,6,0,3,3,2,1,1,0,3,5,3,0,0,0,2,0,3,0,3,2,2,1,0,1,1,0,0,0,1,3,2,0,0,1,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,1,0,2,1,0,1,1,3,0,1,0,0,2,0,5,2,0,0,0,0,1,0,0,1,1,0,1,1,3,2,1,0,0
81,0,24,3,0,0,0,2,2,0,3,2,0,0,2,2,0,0,1,0,3,0,1,1,1,0,3,3,1,1,0,0,0,3,2,0,0,0,0,0,0,0,2,2,0,0,2,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
82,5,10,8,6,3,2,7,1,10,2,3,2,6,2,7,10,1,10,0,0,1,3,10,1,5,3,4,2,1,1,3,3,1,3,6,0,3,11,0,1,0,3,3,2,4,3,0,0,0,1,1,2,4,0,0,1,1,2,4,1,1,0,0,3,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,12,2,8,0,2,1,0,3,0,0,1,1,1,0,2,1,4,1,3
83,0,3,1,4,0,0,0,3,0,2,0,2,0,0,0,3,1,2,0,3,1,2,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,2,2,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,3,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2,3,6,2,0,0,0,4,0,1,1,1,0,0,0,1,0,1,3,0,0,1,0,6,1,1,0,0,1,3,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
85,6,5,5,3,0,0,0,2,1,0,1,2,1,1,0,0,0,2,1,0,0,2,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2,3,1,0,0,1,1,3,0,2,0,5,0,3,3,0,0,2,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
87,2,4,2,2,0,1,0,1,0,1,1,1,0,0,1,1,0,2,1,1,0,2,0,0,0,1,0,1,1,2,0,0,1,0,0,1,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,22,16,12,7,2,7,1,5,7,1,0,4,7,0,4,2,0,2,1,2,7,1,0,5,3,1,5,3,6,5,5,6,7,0,4,4,2,4,4,3,1,1,1,3,1,0,1,4,0,0,2,4,2,1,2,3,0,0,1,0,0,0,0,4,2,2,2,0,2,2,2,0,0,0,3,0,0,0,0,0,0,0,1,4,0,1,0,1,6,0,2,1,0,1,4,1,0,0,0,1
89,3,2,5,3,2,5,1,2,0,1,1,1,0,0,0,2,1,7,1,0,4,1,1,1,1,0,0,0,3,0,4,1,1,0,1,1,1,4,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
90,1,15,5,2,2,0,2,2,0,1,5,0,2,5,1,3,0,0,2,5,0,1,0,0,1,3,3,2,3,0,0,0,1,3,2,0,1,0,1,0,0,1,1,1,0,0,0,1,0,3,0,0,1,0,2,0,5,0,0,0,1,4,3,1,2,0,0,3,0,0,0,0,1,2,0,1,1,0,0,0,0,6,0,0,0,1,3,0,0,1,3,2,0,1,1,0,1,1,0,0
91,1,9,2,4,2,0,0,1,0,2,5,0,2,0,0,2,0,10,0,6,0,1,0,0,2,3,1,0,1,0,0,0,1,5,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,2,2,0,1,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,16,13,0,17,9,3,9,3,8,1,8,4,15,9,2,12,6,0,0,4,4,1,0,6,1,3,0,2,1,0,9,4,9,0,5,5,6,0,0,4,7,0,0,1,1,0,0,0,0,0,1,0,1,2,2,0,0,1,2,6,0,6,1,0,1,0,0,1,0,3,1,5,0,0,0,0,0,0,1,1,0,0,1,0,0,4,0,0,0,2,1,1,1,1,4,0,0,1,0,1
93,4,4,3,4,3,3,5,1,1,2,1,0,2,3,8,3,7,6,5,0,2,2,2,6,3,1,1,1,0,3,4,0,1,0,1,0,3,2,1,0,0,1,1,4,2,0,0,1,1,0,1,1,2,2,0,2,1,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,2,0,0,0,0,3,0,0
94,4,5,8,2,7,8,4,11,4,1,2,1,5,12,1,6,2,0,3,1,1,1,1,7,1,0,6,1,0,4,1,0,1,0,2,1,2,1,3,0,1,1,1,7,0,0,1,1,0,0,1,1,0,1,3,9,0,2,6,3,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,3,0,2,2,1,2,0,0,0,1,0,0,1
95,30,34,25,11,6,0,10,1,13,3,5,1,8,2,14,0,3,11,7,8,3,2,0,2,2,3,1,5,9,5,1,0,2,0,5,1,0,2,17,1,1,1,1,5,0,0,0,1,1,0,2,3,1,0,4,7,1,1,3,2,0,1,0,3,2,0,1,2,8,0,1,0,0,0,9,0,2,0,0,1,0,0,2,5,0,0,0,2,2,0,2,0,0,2,2,0,1,0,0,2
96,77,27,13,9,8,29,4,1,8,1,5,5,8,3,18,5,7,23,4,14,20,2,0,2,8,1,3,0,13,1,23,23,2,0,4,17,2,1,6,24,4,1,1,3,0,0,1,10,2,0,4,4,3,1,2,5,19,3,5,14,0,0,0,15,0,3,5,0,4,0,1,0,1,0,1,6,1,1,13,0,0,1,2,2,3,6,1,1,4,0,0,1,3,0,2,0,0,1,0,1
97,2,7,0,3,5,9,4,20,16,1,0,1,8,16,2,10,14,0,0,4,3,0,0,5,5,1,12,0,1,3,0,1,1,0,4,2,0,3,0,0,2,0,0,2,0,0,0,2,0,1,3,1,0,6,1,1,1,2,0,1,0,2,0,0,0,0,2,0,0,2,0,6,0,0,2,0,0,3,0,3,0,0,1,0,0,9,0,1,1,2,1,3,1,0,0,1,1,0,0,2
98,6,2,0,3,6,5,10,2,1,1,0,2,0,3,0,2,4,0,1,0,3,0,1,0,0,2,0,1,0,0,4,2,0,0,3,0,0,3,0,6,2,0,0,0,1,0,0,4,0,0,5,2,2,3,2,1,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,2,0,1,0,1
99,11,7,2,4,1,0,2,1,1,1,2,2,1,0,3,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,3,0,1,0,1,1,1,4,5,0,0,2,2,3,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,0,2,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,2,2,2,0,0,1,0,0,0,0,3,5,1,0,1,0,0,0,1,0,0,0,0
100,28,15,17,20,9,10,0,2,10,6,4,1,4,2,10,1,2,13,14,8,1,4,0,2,4,3,3,4,7,0,2,3,2,0,2,4,3,3,3,2,3,1,1,7,0,0,1,1,1,0,3,4,4,4,2,1,0,2,1,0,0,2,4,4,0,1,1,0,8,1,1,1,11,0,2,1,1,1,2,1,0,0,3,2,0,0,1,1,0,0,4,1,1,2,2,0,3,0,0,5
101,0,7,0,1,3,1,5,1,0,6,3,2,0,2,1,2,4,0,0,2,0,1,1,0,1,0,3,2,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,4,3,3,0,4,1,1,0,1,3,0,1,0,0,1,0,1,1,1,0,0,0,4,0,1,2,0,0,0,0,0,0,3,0,1,0,1,0,0,4,0,1,3,0,1,0,0,0,1,0,9,0,2,15,2
102,13,5,1,3,7,3,7,2,7,1,3,0,7,10,1,3,5,0,6,1,8,1,4,3,3,0,5,0,0,1,3,4,0,0,6,2,0,1,2,2,2,0,0,1,0,0,1,5,3,0,2,1,0,1,0,2,0,3,5,3,0,1,0,4,0,1,1,0,0,1,0,6,0,0,0,0,0,4,0,2,0,3,2,0,1,2,2,0,0,1,0,3,2,0,0,0,1,1,0,1
103,10,0,9,6,10,1,5,2,2,1,1,1,2,7,0,5,4,4,0,0,0,1,0,3,6,1,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,1,3,0,1,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,7,1,0,2,1,3,0,0,2,0,0,0,0
104,2,1,5,2,1,3,0,1,1,1,1,1,0,0,1,2,0,2,0,0,0,0,0,0,1,1,1,0,1,3,0,0,0,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
105,6,15,2,3,8,11,5,2,8,3,2,1,4,3,1,4,2,0,0,3,1,0,0,1,5,0,1,0,0,0,4,0,7,1,0,2,2,3,0,0,7,0,0,2,0,2,0,1,1,2,1,0,0,1,2,0,1,0,0,1,0,0,0,2,0,4,5,4,0,1,1,2,2,0,0,1,0,5,1,0,0,8,2,1,0,0,2,3,0,3,1,1,1,0,0,2,2,0,0,1
106,1,10,0,2,10,1,1,2,1,4,4,0,1,2,0,2,0,8,0,1,1,9,1,1,3,1,5,2,3,0,0,0,0,3,2,0,1,0,0,0,0,1,1,0,2,1,1,1,1,1,0,1,2,2,0,0,0,1,0,0,2,2,2,2,3,2,0,0,1,0,0,0,2,2,0,0,1,0,0,1,3,0,0,0,1,1,2,0,0,1,1,0,2,0,1,0,2,0,1,0
107,3,3,1,1,0,2,4,1,2,1,0,0,1,3,1,1,2,0,1,1,0,0,1,1,0,1,3,0,0,1,0,0,0,0,2,2,3,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4
108,1,22,3,2,1,0,2,2,0,1,5,0,1,3,3,1,0,2,0,1,1,1,2,1,2,3,5,0,1,0,0,0,2,3,0,0,2,0,0,0,0,1,1,0,2,3,1,0,1,1,1,0,2,0,1,0,1,1,0,0,2,0,2,1,1,1,0,0,0,0,0,0,2,2,0,1,0,0,0,1,3,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,3,0,0,0
109,0,3,1,1,3,0,0,1,1,1,0,2,3,0,1,1,0,5,0,2,1,1,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
110,3,2,0,0,0,2,1,1,0,2,0,0,0,1,1,7,3,0,0,0,0,2,1,2,1,1,1,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,0,2,0,0,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,1
111,1,2,3,2,0,2,0,6,0,1,1,0,1,1,0,2,1,3,0,1,1,0,1,7,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112,0,20,3,3,1,0,2,2,0,3,0,0,1,3,1,0,1,3,0,1,2,1,2,1,1,4,0,0,0,0,0,0,3,2,0,0,1,0,0,0,1,2,2,0,2,2,0,0,2,2,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,2,1,0,2,0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
113,2,1,5,8,1,2,12,1,1,1,1,2,1,0,1,0,1,3,0,0,3,1,4,0,2,1,0,0,1,0,0,1,1,0,2,1,1,2,0,0,0,1,1,0,7,0,0,1,3,1,0,0,4,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
114,3,4,2,2,0,2,0,1,1,1,0,1,2,0,1,0,0,1,6,2,1,0,1,1,1,0,1,1,1,2,0,0,1,0,0,0,1,0,3,0,0,1,1,1,2,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0,0,3,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
115,21,17,12,5,6,7,2,1,9,1,1,4,6,1,6,3,0,6,10,12,8,0,1,6,6,0,5,6,7,10,5,11,5,0,4,6,1,1,6,7,0,0,0,2,2,0,0,6,1,0,0,3,5,1,8,4,1,2,5,3,2,0,0,4,0,1,2,0,7,0,0,0,0,0,7,0,6,3,3,3,3,2,2,4,3,1,3,2,5,1,1,0,0,1,3,0,0,1,0,2
116,2,4,3,2,0,1,0,1,2,1,1,1,1,0,1,1,0,2,6,2,1,1,1,1,1,0,1,1,0,3,0,0,1,0,0,0,1,0,3,0,0,1,1,1,2,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
117,32,19,16,15,5,12,5,2,9,1,5,10,9,0,8,4,1,7,4,10,15,2,1,0,3,5,3,3,2,14,9,10,3,0,5,9,2,2,5,7,4,1,1,1,3,0,1,5,1,0,2,1,3,1,8,4,1,3,4,3,3,2,1,7,2,2,0,1,8,0,1,0,0,0,2,0,1,9,7,0,3,0,0,1,4,6,1,3,7,1,1,0,1,2,2,4,0,0,0,3
118,6,3,5,1,0,2,0,1,4,1,1,0,7,0,0,3,0,1,1,0,1,0,1,0,2,1,0,3,1,3,0,0,1,0,0,0,1,1,1,1,0,1,1,0,3,0,0,0,2,0,0,0,2,4,3,5,2,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,3,9,0,6,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1
119,2,4,1,1,0,2,0,2,2,1,1,1,1,0,1,0,0,1,5,1,1,0,1,0,1,0,0,1,2,1,0,0,1,0,0,1,1,1,2,0,1,1,1,0,2,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
120,27,17,17,8,7,9,2,2,8,1,0,1,7,0,6,0,2,14,13,9,7,0,1,0,2,2,2,6,4,8,10,8,2,0,2,6,4,4,6,6,2,2,2,3,2,0,0,5,2,0,0,0,4,2,3,5,4,3,2,4,2,1,0,5,0,2,2,0,9,0,2,1,5,0,14,0,2,7,5,0,3,0,1,1,1,3,0,1,1,1,2,0,2,0,1,1,1,1,0,4
121,1,6,3,1,1,2,0,1,1,1,1,1,1,0,2,1,0,3,1,1,1,0,1,2,1,0,0,2,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,2,0,0,0,1,0,0,1,2,0,1,1,1,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
122,11,9,2,12,3,1,4,5,6,1,0,4,5,6,4,0,3,0,1,1,3,0,1,5,1,1,0,0,0,0,2,1,2,0,2,2,3,0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,2,1,1,0,0,4,1,1,2,2,0,1,0,0,0,0,0,2,1,2,0,0,0,0,1,1,0,1,3,0,2,1,0,0,0,0,3,2,0,2,0,3,2,0,0,0,0,3
123,1,3,4,2,1,0,0,2,0,2,1,1,2,0,0,1,0,3,4,1,1,0,1,0,1,1,0,1,2,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
124,19,12,15,9,10,10,1,2,10,3,2,0,16,7,14,0,2,23,5,2,5,1,1,2,4,3,3,4,6,0,6,5,4,0,0,5,2,1,3,3,1,1,1,2,2,0,2,4,2,0,1,2,4,2,2,3,0,3,1,2,2,1,0,1,0,2,4,0,2,2,0,0,0,0,0,1,0,5,3,2,3,0,1,1,2,0,3,5,4,1,1,3,3,3,6,7,1,0,0,3
125,2,1,2,7,0,1,1,4,0,1,1,4,3,0,4,3,0,6,0,0,2,1,1,1,1,0,0,1,0,0,1,1,0,0,3,1,1,0,0,2,0,1,1,0,2,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
126,12,14,8,11,1,6,4,1,3,2,4,8,8,0,7,2,2,7,3,4,3,0,1,1,3,3,1,4,3,2,2,3,4,0,6,3,2,1,2,1,1,1,1,5,2,0,1,4,1,1,2,1,3,1,4,4,1,5,2,1,2,0,1,3,0,1,4,1,1,0,1,0,0,0,2,0,2,5,5,1,3,0,3,1,1,0,1,1,3,1,0,0,0,3,2,1,0,0,0,2
127,1,3,2,2,0,0,0,1,0,2,1,1,1,0,0,1,0,2,0,0,1,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,2,0,0,1,0,3,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
128,0,4,2,0,2,1,0,8,3,1,1,0,2,2,0,0,2,1,0,1,1,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,1,1,0,2,0,0,0,1,0,1,0,2,1,0,2,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0
129,11,30,16,8,5,4,1,4,12,1,2,0,12,1,7,6,2,10,5,13,3,0,1,1,1,2,0,5,8,7,0,0,6,0,5,3,1,1,13,0,1,1,1,11,2,0,0,0,1,0,1,2,3,1,1,5,0,6,2,0,2,1,0,1,0,4,2,1,8,1,0,0,0,0,2,0,1,0,1,1,3,0,1,7,0,1,0,5,4,1,1,0,0,3,5,3,1,3,0,3
130,2,4,0,0,1,1,0,2,2,1,0,1,1,0,0,0,0,2,3,1,1,0,1,0,1,0,0,3,2,1,1,0,0,0,0,2,2,1,2,0,0,1,1,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
131,1,3,2,1,2,1,1,4,2,1,1,1,1,1,2,1,0,3,1,1,1,0,1,1,1,0,0,2,2,2,1,0,0,0,0,1,1,1,1,0,0,1,1,1,2,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
132,7,3,3,1,0,0,0,2,2,1,2,1,2,3,3,0,1,0,5,0,2,0,1,2,3,0,0,2,0,1,0,1,0,0,0,0,2,0,1,0,0,1,1,0,3,0,1,0,1,0,0,1,2,0,3,4,4,1,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,3,11,2,0,0,0,0,0,1,2,2,0,1,0,0,0,1,0,0,1
133,22,18,10,12,4,4,1,2,7,1,1,10,5,1,6,0,0,11,3,1,3,0,1,0,3,1,1,3,11,6,4,2,4,0,4,3,3,4,5,2,1,1,1,6,2,0,0,1,1,0,1,1,5,0,2,2,0,4,2,2,2,1,0,1,0,3,0,3,7,3,0,0,0,0,0,0,2,1,1,0,3,0,2,1,0,0,0,1,1,1,0,1,0,0,4,0,1,0,0,2
