articles,bhd,said,million,share,year,price,cimb,thi,ha,market,wa,stock,bank,group,malaysia,research,billion,compani,expect,hold,also,s,profit,sen,earn,net,invest,trade,target,last,financi,us,growth,per,note,higher,would,analyst,say,time,today,point,may,manag,base,new,oil,end,valuat,first,rate,kuala,quarter,valu,investor,lumpur,fund,revenu,index,could,2015,due,high,edg,lower,declin,report,busi,close,asset,increas,klci,develop,sale,oper,fundament,project,sector,posit,week,product,current,remain,capit,maintain,call,month,one,cost,howev,2014,top,rose,industri,continu,fell,hous,like,secur,strong
201,0,0,1,2,0,1,1,1,0,0,1,2,0,3,1,0,0,1,1,0,3,1,0,0,1,0,0,1,1,0,0,2,1,1,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1
202,0,0,0,1,0,4,9,0,6,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,2,1,3,6,3,0,0,0,4,0,0,3,2,1,4,0,0,0,0,0,1,2,0,1,2,0,3,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,2,1,1,0,0,8,0,2,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0
203,0,2,3,1,0,1,3,0,1,0,0,1,0,2,0,0,1,1,0,1,1,0,0,0,0,1,1,1,2,0,0,1,0,0,2,1,3,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
204,0,0,2,1,2,2,1,0,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,1,1,0,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0
205,3,1,6,6,1,3,2,1,3,4,5,1,2,0,3,0,0,2,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
206,4,0,2,13,6,10,6,6,4,3,8,2,1,1,3,0,2,0,0,0,4,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,2,0,1,0,0,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,4
207,3,1,3,13,5,5,1,1,1,2,3,1,1,0,1,0,2,0,0,1,1,0,1,0,1,1,0,0,0,0,0,2,1,2,0,0,2,0,2,1,0,0,1,0,2,1,0,1,0,1,0,0,1,1,2,0,2,1,1,0,2,0,0,0,0,0,2,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
208,1,10,5,1,6,3,2,2,6,1,3,1,1,0,4,4,4,3,5,2,1,0,2,0,2,2,1,5,1,1,2,0,2,2,3,1,2,2,1,0,0,1,2,0,0,2,0,2,0,0,0,1,3,0,1,1,0,2,0,2,2,4,4,2,1,8,0,0,2,0,3,0,0,2,0,0,0,4,1,0,8,3,3,0,1,6,1,1,2,1,1,0,1,10,5,2,1,1,0,0
209,5,15,12,8,5,10,1,8,6,1,8,2,1,4,0,1,2,5,0,2,2,0,1,1,2,3,3,2,0,4,3,9,0,5,2,1,7,7,0,4,0,0,0,3,0,2,6,2,2,1,1,2,2,7,1,2,0,3,0,1,1,2,20,1,3,1,2,1,0,1,1,0,1,1,0,0,0,3,2,1,4,3,1,0,0,1,2,3,1,2,0,1,0,1,2,0,0,1,1,0
210,14,0,5,2,19,2,2,8,4,11,8,1,2,3,5,0,3,12,3,6,4,0,0,2,0,0,1,0,0,2,0,1,1,0,1,0,0,0,2,1,0,1,1,1,0,1,1,1,0,2,0,0,1,0,1,0,0,0,0,1,3,0,0,2,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,3,3,0,0,0,1,0
211,23,8,13,10,44,33,2,25,9,7,25,33,2,1,6,23,4,8,1,14,10,0,3,17,16,4,4,3,24,5,4,2,3,5,7,6,6,10,1,15,0,0,3,4,1,3,1,7,0,6,3,0,7,2,7,0,3,3,4,0,13,2,5,3,1,3,2,1,13,0,2,1,1,5,2,1,3,3,3,0,4,2,3,4,0,27,11,2,4,1,3,5,0,9,6,0,3,2,7,4
212,0,0,2,1,0,2,1,2,1,0,1,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0
213,1,3,0,0,2,4,2,2,5,0,0,1,0,2,1,6,1,0,2,0,2,3,0,0,3,0,0,0,1,0,1,4,0,2,1,5,0,0,0,2,0,0,2,1,1,3,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,4,0,0,1
214,1,11,0,1,2,5,1,5,7,20,3,4,5,0,5,3,2,0,3,0,1,0,0,0,0,0,5,2,1,1,3,10,0,2,0,3,16,0,1,4,0,3,2,1,0,0,2,2,0,0,16,1,0,3,6,1,5,0,2,4,1,2,1,3,1,0,0,0,1,0,4,1,0,0,0,0,1,0,0,2,0,1,1,2,0,0,1,0,2,3,0,1,1,0,1,1,0,0,2,0
215,1,0,3,6,2,4,2,1,2,3,1,4,1,0,0,2,0,1,0,0,1,0,0,11,1,1,0,0,2,3,0,0,0,1,3,0,2,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0
216,2,4,1,4,1,3,3,2,0,2,3,1,1,0,2,0,1,0,2,0,0,8,2,1,1,2,1,2,1,1,1,0,1,0,0,0,3,1,0,0,2,0,0,0,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
217,0,1,0,2,2,1,4,0,3,3,0,2,0,2,0,0,0,2,1,2,2,0,0,0,0,1,0,3,0,0,0,0,2,0,1,1,3,2,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,1,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,4,0,0,3,0,1
218,2,0,1,0,1,1,1,2,2,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
219,0,0,0,0,0,5,5,1,1,0,0,5,0,1,0,1,0,0,3,0,1,0,0,0,1,1,0,2,1,0,0,0,0,0,0,3,2,1,4,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,3,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,4,0,2,3,0,0
220,0,0,0,3,1,4,3,4,3,1,1,2,0,4,2,1,0,0,1,0,1,0,1,0,2,0,0,2,1,0,0,3,2,0,1,2,1,3,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,1,0,0
221,1,0,1,6,3,9,8,2,2,0,4,4,0,0,0,3,0,1,3,0,3,0,1,4,1,3,0,1,2,3,0,3,0,4,2,4,0,0,2,1,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3
222,26,16,69,18,28,1,2,1,2,2,11,1,4,11,12,0,20,5,1,14,4,16,25,14,2,23,1,0,0,6,5,1,0,8,0,8,2,0,0,1,13,0,1,2,1,2,2,14,0,2,1,1,18,1,0,1,3,24,0,1,4,8,0,0,3,2,1,7,1,1,1,0,5,3,6,0,3,0,0,0,3,0,3,0,0,0,8,1,1,3,0,0,6,3,3,6,0,0,2,1
223,2,2,1,4,0,3,5,1,1,2,4,1,0,2,1,1,1,5,0,0,2,12,0,1,0,0,0,3,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,3,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
224,2,0,0,2,3,9,4,1,4,1,0,4,1,3,0,3,0,0,0,0,0,0,1,6,1,2,1,1,6,3,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1
225,5,1,4,1,3,2,1,2,1,0,3,2,0,5,0,1,5,0,5,2,0,0,1,0,0,2,1,0,4,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1,1,2,0,2,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,5,15,1,0,1,0,0,1,0,0,0,0,0,2,1,0,0,3,0,1,1,0,1,1,2,0,0,2
226,4,5,6,5,3,2,3,0,0,1,3,3,2,0,2,0,1,2,1,0,1,5,5,8,2,7,2,1,1,1,0,1,0,1,0,3,0,3,0,0,2,0,0,0,0,0,1,1,0,0,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0
227,6,0,0,2,0,1,1,3,1,13,6,1,0,1,1,0,7,0,3,2,1,0,0,0,0,2,3,4,0,11,0,10,0,1,0,0,0,0,0,2,0,16,2,0,0,0,3,0,1,1,1,0,0,1,0,0,0,0,13,0,0,0,3,0,2,10,0,0,1,0,2,5,0,0,0,0,0,0,1,22,0,1,2,0,0,0,0,1,0,0,0,2,6,1,8,5,0,1,0,0
228,1,5,4,2,5,3,2,1,2,3,1,1,1,5,0,3,5,0,4,1,1,4,3,1,2,7,0,1,3,0,3,0,2,1,1,1,1,1,0,0,0,2,0,1,0,0,0,2,2,1,2,1,1,0,0,1,0,3,0,0,1,1,0,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,1,0,0,2,0,2,1,1,0,0,0
229,0,0,0,1,0,4,5,0,5,1,1,4,0,0,0,2,0,6,3,0,2,1,2,0,3,3,0,1,5,0,1,0,4,0,1,1,1,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,1
230,3,5,3,5,1,2,5,1,1,1,3,2,1,0,1,0,3,1,3,0,0,5,2,0,4,2,1,2,1,0,2,0,0,0,2,1,0,1,0,0,2,0,1,0,0,0,0,1,0,2,1,1,4,0,0,1,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
231,2,4,2,5,2,0,9,0,0,2,2,1,1,1,1,0,5,0,1,1,0,1,4,1,3,5,0,1,0,0,1,0,1,1,1,1,0,2,0,0,2,2,0,0,0,0,0,1,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
232,7,0,17,7,7,1,1,1,10,2,4,1,1,3,1,0,1,8,0,1,2,0,3,2,1,5,1,0,0,1,4,1,0,1,1,0,0,0,3,1,0,0,0,2,1,2,0,3,0,1,0,0,0,3,0,0,1,3,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,1,0,0,6,0,0,0,0,0,1,1,0,0,3,2,2,1,0,0,0,2,1,0,0,1,2,0
233,1,3,3,2,3,0,10,0,1,1,2,1,2,7,1,0,9,0,0,1,2,2,5,1,0,6,0,1,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
234,1,1,5,4,3,3,1,3,0,0,1,1,0,1,0,1,0,5,0,0,2,0,2,0,2,2,1,0,4,0,1,3,1,3,0,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,2,3,0,0,0,2,0,2,4,0,0,3,1,0,1,1,0,0,0,0,2,0,0,0,0,0,1
235,6,3,2,2,4,1,2,3,11,1,4,1,28,6,3,1,0,2,2,1,3,0,1,0,0,0,12,2,0,2,1,0,0,0,0,0,3,0,6,7,0,1,0,4,1,1,0,0,2,0,0,0,0,3,2,0,1,0,0,3,0,0,1,1,1,0,2,4,1,4,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,1,1,0,1,0,0,0,0,8,1
236,2,0,3,1,6,1,1,1,3,3,0,1,0,0,2,1,0,4,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,4,0,0,0,2,0,0,1,1,1,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1
237,2,2,9,10,1,7,2,2,2,2,3,2,3,1,0,3,1,0,3,2,0,8,0,1,0,0,0,4,2,0,0,0,0,0,1,0,6,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,4,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,3,0,6,6,3,6,1,1,1,1,1,1,0,1,0,2,6,0,0,2,1,2,0,3,1,0,1,4,2,0,1,0,0,2,1,0,0,1,1,1,1,0,0,0,3,2,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
239,6,0,3,1,0,3,1,5,0,14,7,1,0,2,2,0,5,0,0,2,0,0,0,0,0,2,1,5,0,15,0,11,0,3,0,0,0,0,0,2,0,16,1,0,0,1,3,0,1,0,0,0,0,1,1,0,0,0,10,1,0,0,0,0,1,5,0,0,1,0,5,5,0,0,0,0,0,0,0,22,0,0,2,0,0,0,4,1,0,3,0,2,0,1,1,7,0,0,0,0
240,3,0,7,13,2,4,1,3,1,2,0,4,0,1,2,1,0,4,1,2,2,0,0,3,2,0,0,0,3,0,0,0,2,4,0,0,0,0,1,2,0,0,0,2,2,8,0,1,1,0,0,0,0,0,0,0,2,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,5,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
241,0,0,3,0,3,2,1,3,0,1,2,1,0,4,0,1,0,0,0,2,0,0,0,0,2,1,2,0,1,0,2,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
242,5,14,1,7,3,9,2,5,2,1,1,1,4,2,4,2,3,4,1,1,2,0,2,0,6,2,4,1,2,1,2,0,1,3,4,1,4,5,1,10,0,0,2,1,4,1,4,3,1,1,1,2,0,4,0,2,1,0,0,2,1,0,0,0,1,0,1,1,2,1,0,0,3,0,3,0,0,0,2,0,0,1,1,0,3,4,0,1,0,1,0,0,0,0,0,0,0,2,1,0
243,9,0,7,5,21,4,1,5,7,4,4,3,1,0,2,2,0,10,0,0,1,0,4,2,1,2,5,1,2,8,2,0,3,7,1,1,0,0,0,1,0,0,1,10,2,1,0,1,0,3,1,0,0,1,3,0,0,7,0,1,2,1,3,0,0,1,1,6,1,2,1,0,1,0,4,0,2,2,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,4,0,0,1,0,1,1
244,1,1,32,4,8,5,2,6,8,0,5,3,1,3,4,7,5,1,7,2,7,0,4,2,8,4,3,1,1,4,1,1,8,2,3,2,1,4,6,1,0,1,7,2,3,3,0,2,0,3,3,0,2,1,1,0,1,5,0,3,1,6,4,2,4,1,5,1,1,5,5,0,1,0,10,0,4,2,0,0,1,3,3,1,1,1,2,1,4,3,4,2,0,0,4,2,1,1,0,0
245,1,9,3,0,6,16,3,2,3,1,0,2,1,0,4,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,3,2,2,0,0,0,0,0,0,1,0,3,1,0,7,0,1,4,0,0,1,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,1,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,1,1,2
246,8,2,0,5,7,4,1,4,3,9,1,14,8,0,6,4,0,3,2,5,2,0,0,0,4,0,4,3,0,1,0,1,1,0,3,0,2,2,3,2,0,0,5,1,0,0,0,2,3,2,4,0,1,1,7,0,5,0,1,4,0,1,1,1,1,1,0,0,0,4,2,1,7,2,0,1,0,8,1,0,0,1,2,0,0,0,1,0,1,2,0,1,0,3,3,1,6,7,0,2
247,1,3,0,0,0,2,1,0,1,0,1,1,0,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
248,7,0,2,2,0,2,1,4,3,17,4,2,0,3,2,0,4,0,4,0,3,0,0,0,0,1,2,4,0,15,3,8,0,2,0,1,0,0,0,1,0,16,3,0,0,0,3,2,0,1,1,0,0,1,0,0,0,0,11,0,0,0,0,1,0,11,0,0,0,0,6,6,0,0,0,0,0,0,0,23,0,2,0,0,0,0,1,2,0,1,0,2,1,1,1,6,0,1,2,0
249,0,0,1,3,0,8,1,1,4,5,0,2,0,1,0,1,0,0,1,2,2,0,0,0,1,0,0,1,3,0,0,0,0,3,4,0,1,4,2,0,0,0,2,0,0,3,0,0,0,0,4,0,0,0,0,0,1,0,0,3,0,1,0,0,4,0,0,2,0,0,0,0,1,0,1,0,0,4,0,0,0,0,2,1,3,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0
250,2,3,3,2,1,0,3,1,2,0,3,3,0,1,0,4,3,0,1,2,0,1,1,2,1,2,0,2,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,1,0,1,1,1,0,1,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
251,3,7,3,4,2,5,1,1,3,2,2,1,2,4,2,0,4,1,0,3,1,0,0,0,0,0,2,1,0,0,4,1,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,2,3,1,4,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
252,3,7,4,4,2,5,1,2,3,1,2,1,2,4,2,0,6,1,0,3,1,0,0,0,0,0,2,1,0,0,4,1,1,0,0,0,2,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1,0,2,3,1,4,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
253,3,0,6,3,3,1,1,2,4,0,6,1,0,0,0,1,1,5,1,1,1,0,1,2,1,4,0,0,3,0,1,0,2,5,0,1,0,0,0,2,0,0,1,0,0,2,0,1,0,1,1,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
254,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
255,11,10,0,1,1,0,1,5,0,16,3,5,1,4,0,4,0,1,2,5,0,0,1,0,0,0,0,3,0,1,1,2,0,0,0,4,2,0,0,0,2,1,1,0,1,0,0,1,0,0,3,1,0,0,0,1,0,0,2,2,0,0,1,0,2,1,0,0,3,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,1,1,0,0
256,9,14,0,0,1,2,3,1,5,6,3,4,2,1,5,0,3,2,0,3,5,0,0,0,2,1,4,1,0,1,0,5,4,0,1,1,1,0,0,2,0,0,1,2,0,2,1,0,0,0,1,1,0,0,7,1,3,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,1
257,9,9,3,0,1,1,7,0,3,5,1,6,3,3,9,0,0,2,0,3,3,8,2,0,4,3,4,2,0,1,0,0,5,0,0,1,0,0,0,3,0,1,0,1,0,2,2,1,1,0,1,1,2,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,5,0,1
258,9,1,12,3,12,6,3,6,15,1,4,2,4,3,3,0,9,9,1,4,1,0,6,0,0,6,3,1,5,8,1,6,0,3,0,1,0,0,9,4,0,1,4,1,1,0,7,2,1,5,0,0,1,0,1,0,0,4,0,2,0,2,6,1,1,4,1,1,3,7,1,0,1,2,1,0,0,0,2,3,5,0,0,0,0,2,3,4,2,3,0,0,0,2,0,1,0,1,0,0
259,0,0,0,3,1,3,3,1,4,1,0,2,0,1,0,4,0,2,2,0,1,0,2,0,5,3,0,3,2,0,0,0,2,0,1,2,1,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,3,0,0,1
260,1,2,3,5,2,4,3,1,0,1,1,2,0,2,0,3,6,0,5,1,2,4,5,5,1,4,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,2,2,0,0,2,0,2,0,0,0,3,0,0,2,0,1,2,0,1,3,0,0,0,1,0,0,0,0,0,4,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
261,3,7,2,2,5,5,2,4,4,1,5,2,0,5,1,3,3,2,4,3,3,0,1,3,2,3,1,0,1,0,0,0,0,0,1,1,1,0,1,2,0,0,2,2,0,0,0,2,0,1,0,1,2,0,0,1,1,0,0,1,0,1,1,2,1,0,4,2,0,0,0,0,2,3,1,0,0,0,0,0,0,3,2,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0
262,2,6,5,5,1,1,6,0,0,2,2,1,2,2,1,0,1,0,1,2,0,7,4,0,0,4,2,1,1,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
263,7,0,3,1,0,1,1,5,0,11,6,1,0,1,3,0,4,0,1,2,3,0,0,0,0,3,3,4,0,6,1,7,0,3,0,0,0,0,0,1,0,16,1,0,0,0,3,0,0,1,0,0,0,1,0,0,2,0,8,1,0,0,0,1,0,10,0,0,0,0,1,10,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,2,0,2,1,0,1,5,0,0,2,0
264,1,6,2,2,0,1,3,0,0,0,3,6,0,1,0,4,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0
265,1,1,8,5,2,4,3,1,0,3,1,3,0,0,3,3,1,0,2,1,1,3,2,6,4,2,0,1,3,0,2,0,0,2,1,1,0,0,1,4,2,0,0,0,0,0,0,1,1,0,0,1,0,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,2,0,0,0,0
266,2,0,1,3,1,4,1,4,1,2,3,3,0,1,1,1,1,1,1,2,0,0,1,0,3,0,0,0,1,1,2,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,2,0,7,2,0,0,1,1,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
267,3,2,5,2,3,3,3,1,0,0,6,1,1,1,2,0,1,0,2,3,2,0,1,2,1,0,1,1,3,3,1,0,0,0,1,0,0,4,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0
